index,stem,source_structure_path,selected_chain,aa_length,structure_length,seq_cluster,structure_cluster,combined_cluster,split
675,spec_unconditional_monomer_unconditional_monomer_302_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_302_model_0.cif,A,206,206,671,674,670,train
676,spec_unconditional_monomer_unconditional_monomer_302_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_302_model_1.cif,A,206,206,672,675,671,train
677,spec_unconditional_monomer_unconditional_monomer_302_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_302_model_2.cif,A,206,206,673,676,672,train
678,spec_unconditional_monomer_unconditional_monomer_303_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_303_model_0.cif,A,381,381,674,677,673,train
679,spec_unconditional_monomer_unconditional_monomer_303_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_303_model_1.cif,A,381,381,675,678,674,train
680,spec_unconditional_monomer_unconditional_monomer_303_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_303_model_2.cif,A,381,381,676,679,675,train
681,spec_unconditional_monomer_unconditional_monomer_304_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_304_model_0.cif,A,322,322,677,680,676,train
682,spec_unconditional_monomer_unconditional_monomer_304_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_304_model_1.cif,A,322,322,678,681,677,train
683,spec_unconditional_monomer_unconditional_monomer_304_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_304_model_2.cif,A,322,322,679,682,678,train
684,spec_unconditional_monomer_unconditional_monomer_305_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_305_model_0.cif,A,161,161,680,683,679,train
685,spec_unconditional_monomer_unconditional_monomer_305_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_305_model_1.cif,A,161,161,681,684,680,train
686,spec_unconditional_monomer_unconditional_monomer_305_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_305_model_2.cif,A,161,161,682,685,681,train
687,spec_unconditional_monomer_unconditional_monomer_306_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_306_model_0.cif,A,308,308,683,686,682,train
688,spec_unconditional_monomer_unconditional_monomer_306_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_306_model_1.cif,A,308,308,684,687,683,test
689,spec_unconditional_monomer_unconditional_monomer_306_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_306_model_2.cif,A,308,308,685,688,684,train
690,spec_unconditional_monomer_unconditional_monomer_307_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_307_model_0.cif,A,370,370,686,689,685,train
691,spec_unconditional_monomer_unconditional_monomer_307_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_307_model_1.cif,A,370,370,687,690,686,train
692,spec_unconditional_monomer_unconditional_monomer_307_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_307_model_2.cif,A,370,370,688,691,687,test
693,spec_unconditional_monomer_unconditional_monomer_308_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_308_model_0.cif,A,366,366,689,692,688,test
694,spec_unconditional_monomer_unconditional_monomer_308_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_308_model_1.cif,A,366,366,690,693,689,train
695,spec_unconditional_monomer_unconditional_monomer_308_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_308_model_2.cif,A,366,366,691,694,690,train
696,spec_unconditional_monomer_unconditional_monomer_309_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_309_model_0.cif,A,235,235,692,695,691,train
697,spec_unconditional_monomer_unconditional_monomer_309_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_309_model_1.cif,A,235,235,693,696,692,test
698,spec_unconditional_monomer_unconditional_monomer_309_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_309_model_2.cif,A,235,235,694,697,693,train
699,spec_unconditional_monomer_unconditional_monomer_30_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_30_model_0.cif,A,312,312,695,698,694,train
700,spec_unconditional_monomer_unconditional_monomer_30_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_30_model_1.cif,A,312,312,696,699,695,train
701,spec_unconditional_monomer_unconditional_monomer_30_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_30_model_2.cif,A,312,312,697,700,696,train
702,spec_unconditional_monomer_unconditional_monomer_310_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_310_model_0.cif,A,59,59,698,701,697,train
703,spec_unconditional_monomer_unconditional_monomer_310_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_310_model_1.cif,A,59,59,699,702,698,train
704,spec_unconditional_monomer_unconditional_monomer_310_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_310_model_2.cif,A,59,59,700,703,699,train
705,spec_unconditional_monomer_unconditional_monomer_311_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_311_model_0.cif,A,111,111,701,704,700,train
706,spec_unconditional_monomer_unconditional_monomer_311_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_311_model_1.cif,A,111,111,702,705,701,train
707,spec_unconditional_monomer_unconditional_monomer_311_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_311_model_2.cif,A,111,111,703,706,702,train
708,spec_unconditional_monomer_unconditional_monomer_312_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_312_model_0.cif,A,138,138,704,707,703,train
709,spec_unconditional_monomer_unconditional_monomer_312_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_312_model_1.cif,A,138,138,705,708,704,train
710,spec_unconditional_monomer_unconditional_monomer_312_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_312_model_2.cif,A,138,138,706,709,705,train
711,spec_unconditional_monomer_unconditional_monomer_313_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_313_model_0.cif,A,324,324,707,710,706,train
712,spec_unconditional_monomer_unconditional_monomer_313_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_313_model_1.cif,A,324,324,708,711,707,train
713,spec_unconditional_monomer_unconditional_monomer_313_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_313_model_2.cif,A,324,324,709,712,708,train
714,spec_unconditional_monomer_unconditional_monomer_314_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_314_model_0.cif,A,312,312,710,713,709,test
715,spec_unconditional_monomer_unconditional_monomer_314_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_314_model_1.cif,A,312,312,711,714,710,train
716,spec_unconditional_monomer_unconditional_monomer_314_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_314_model_2.cif,A,312,312,712,715,711,test
717,spec_unconditional_monomer_unconditional_monomer_315_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_315_model_0.cif,A,34,34,713,716,712,train
718,spec_unconditional_monomer_unconditional_monomer_315_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_315_model_1.cif,A,34,34,714,717,713,train
719,spec_unconditional_monomer_unconditional_monomer_315_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_315_model_2.cif,A,34,34,715,718,714,train
720,spec_unconditional_monomer_unconditional_monomer_316_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_316_model_0.cif,A,326,326,716,719,715,train
721,spec_unconditional_monomer_unconditional_monomer_316_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_316_model_1.cif,A,326,326,717,720,716,train
722,spec_unconditional_monomer_unconditional_monomer_316_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_316_model_2.cif,A,326,326,718,721,717,train
723,spec_unconditional_monomer_unconditional_monomer_317_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_317_model_0.cif,A,360,360,719,722,718,train
724,spec_unconditional_monomer_unconditional_monomer_317_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_317_model_1.cif,A,360,360,720,723,719,train
725,spec_unconditional_monomer_unconditional_monomer_317_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_317_model_2.cif,A,360,360,721,724,720,train
726,spec_unconditional_monomer_unconditional_monomer_318_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_318_model_0.cif,A,37,37,722,725,721,test
727,spec_unconditional_monomer_unconditional_monomer_318_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_318_model_1.cif,A,37,37,723,726,722,test
728,spec_unconditional_monomer_unconditional_monomer_318_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_318_model_2.cif,A,37,37,724,727,723,train
729,spec_unconditional_monomer_unconditional_monomer_319_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_319_model_0.cif,A,214,214,725,728,724,test
730,spec_unconditional_monomer_unconditional_monomer_319_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_319_model_1.cif,A,214,214,726,729,725,train
731,spec_unconditional_monomer_unconditional_monomer_319_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_319_model_2.cif,A,214,214,727,730,726,test
732,spec_unconditional_monomer_unconditional_monomer_31_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_31_model_0.cif,A,129,129,728,731,727,train
733,spec_unconditional_monomer_unconditional_monomer_31_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_31_model_1.cif,A,129,129,729,732,728,train
734,spec_unconditional_monomer_unconditional_monomer_31_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_31_model_2.cif,A,129,129,730,733,729,train
735,spec_unconditional_monomer_unconditional_monomer_320_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_320_model_0.cif,A,337,337,731,734,730,train
736,spec_unconditional_monomer_unconditional_monomer_320_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_320_model_1.cif,A,337,337,732,735,731,test
737,spec_unconditional_monomer_unconditional_monomer_320_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_320_model_2.cif,A,337,337,733,736,732,train
738,spec_unconditional_monomer_unconditional_monomer_321_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_321_model_0.cif,A,291,291,734,737,733,test
739,spec_unconditional_monomer_unconditional_monomer_321_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_321_model_1.cif,A,291,291,735,738,734,train
740,spec_unconditional_monomer_unconditional_monomer_321_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_321_model_2.cif,A,291,291,736,739,735,train
741,spec_unconditional_monomer_unconditional_monomer_322_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_322_model_0.cif,A,312,312,737,740,736,train
742,spec_unconditional_monomer_unconditional_monomer_322_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_322_model_1.cif,A,312,312,738,741,737,train
743,spec_unconditional_monomer_unconditional_monomer_322_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_322_model_2.cif,A,312,312,739,742,738,test
744,spec_unconditional_monomer_unconditional_monomer_323_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_323_model_0.cif,A,355,355,740,743,739,train
745,spec_unconditional_monomer_unconditional_monomer_323_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_323_model_1.cif,A,355,355,741,744,740,train
746,spec_unconditional_monomer_unconditional_monomer_323_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_323_model_2.cif,A,355,355,742,745,741,train
747,spec_unconditional_monomer_unconditional_monomer_324_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_324_model_0.cif,A,361,361,743,746,742,train
748,spec_unconditional_monomer_unconditional_monomer_324_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_324_model_1.cif,A,361,361,744,747,743,train
749,spec_unconditional_monomer_unconditional_monomer_324_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_324_model_2.cif,A,361,361,745,748,744,test
750,spec_unconditional_monomer_unconditional_monomer_325_model_0,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_325_model_0.cif,A,59,59,746,749,745,train
751,spec_unconditional_monomer_unconditional_monomer_325_model_1,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_325_model_1.cif,A,59,59,747,750,746,train
752,spec_unconditional_monomer_unconditional_monomer_325_model_2,/home/iska/amelie-ai/ThermoGFN/data/rfd3/unconditional_monomer/spec_unconditional_monomer_unconditional_monomer_325_model_2.cif,A,59,59,748,751,747,train
